Line Name, Code, English
level01|level01.dive-photo-above:0, @BBBDDF4A, "{@you} Got it!"
level01|level01.dive-photo-above:1, @BCBDE0DD, "Time to dive down and take more pictures."
level01|level01.dive-photo-name:0, @49402F6A, "{@you} Yes! The ship's name!"
level01|level01.dive-photo-name:1, @4A4030FD, "Looks like some letters are missing."
level01|level01.dive-photo-artifact:0, @C83A0457, "{@you} Whoa! What a cool old artifact."
level01|level01.dive-photo-artifact:1, @C73A02C4, "Looks like a knife. I wonder whose it was."
level01|level01.dive-already-taken:0, @E70EF610, "{@you}\tI already got a photo of this."
level01|level01.dive-zoom-in:0, @0A4C275F, "{@you}\tBetter zoom in so I can see this better."
level01|level01.dive-zoom-out:0, @ED3C241C, "{@you}\tI should zoom out so I can fit more in the picture."
level01|level01.dive-nothing-of-interest:0, @F9FF290C, "{@you}\tI don't need a photo of this."
level01|level01.amy-meet:1, @A2011ED9, "{@you}  Hey, Amy! How are things at the archives?"
level01|level01.amy-meet:2, @9F011A20, "{@amy}  Great! Just digging up some documents for a new exhibit."
level01|level01.amy-meet:3, @A0011BB3, "Lou clued me in on the dive. How was it?"
level01|level01.amy-meet:4, @A5012392, "{@you}  Beautiful! The ship was in great condition. No mussels or plant life."
level01|level01.amy-meet:5, @A6012525, "{@amy}  Hmmm. It must've been covered up in sand until now."
level01|level01.amy-meet:6, @A301206C, "{@you}  The shipwreck was near Rawley Point."
level01|level01.amy-meet:7, @A40121FF, "Can you send me a list of ships that sank in that area?"
level01|level01.amy-meet:9, @AA012B71, "{@amy}   Sure. Here you go!"
level01|level01.amy-meet:11, @EFC3A738, "{@you}   Thanks, Amy!"
level01|level01.amy-article:0, @476EF3F9, "{@amy}  So? What'd you find out?"
level01|level01.amy-article:1, @466EF266, "{@you} \tOur ship is the Loretta!"
level01|level01.amy-article:2, @456EF0D3, "{@amy} \tWow! What an amazing find."
level01|level01.amy-article:3, @446EEF40, "Looks like it sank on the same day that the town of Peshtigo burned down."
level01|level01.amy-article:4, @4B6EFA45, "{@you}   Yikes. A whole town burned down?"
level01|level01.amy-article:5, @4A6EF8B2, "{@amy}   Well, not the WHOLE town, but a lot of it."
level01|level01.amy-article:6, @496EF71F, "It was the worst fire in American history."
level01|level01.amy-article:8, @4F6F0091, "All the smoke blew over the lake and made it hard for the captain to see."
level01|level01.amy-article:9, @4E6EFEFE, "Here's a portrait of him:"
level01|level01.amy-article:12, @34A77A3C, "{@you}  Hey, that's the knife I saw!"
level01|level01.amy-article:13, @35A77BCF, "{@amy}  It must've gone down with the ship."
level01|level01.amy-article:16, @30A773F0, "{@you}  Wow, look at that sailor's knife!"
level01|level01.amy-article:17, @31A77583, "{@amy}  It was the captain's. Sounds like it went down with the ship."
level01|level01.amy-article:18, @3EA789FA, "{@you}  Hmm. I should dive again. Maybe it's still down there."
level01|level01.amy-article:20, @30A53559, "{@amy}  I've got an article about how it sank. I'll send it over!"
level01|level01.lou-complete:1, @89B961FA, "{@lou}  Hey, Jules!"
level01|level01.lou-complete:2, @88B96067, "I'm out flying again. Weather's great today!"
level01|level01.lou-complete:3, @87B95ED4, "Any juicy details on that shipwreck?"
level01|level01.lou-complete:4, @86B95D41, "{@you}  Yes! The ship is the Loretta!"
level01|level01.lou-complete:5, @85B95BAE, "{@lou}  Awesome name. How'd it sink?"
level01|level01.lou-complete:7, @83B95888, "{@you}  Wildfires were burning all across Wisconsin, including an awful fire in Peshtigo, Wisconsin."
level01|level01.lou-complete:8, @82B956F5, "The wind blew a ton of smoke out over the lake."
level01|level01.lou-complete:10, @98D4F0FE, "{@lou}   How could the captain see where he was going?"
level01|level01.lou-complete:11, @99D4F291, "{@you}   He couldn't. The Loretta sailed too close to shore and got stuck on a sandbar!"
level01|level01.lou-complete:12, @96D4EDD8, "The sailors had to climb up into the rigging. Luckily, they were rescued by a fishing boat."
level01|level01.lou-complete:13, @97D4EF6B, "{@lou}\tWow! What a wild story."
level01|level01.lou-complete:14, @9CD4F74A, "Can you imagine what it was like that night?"
level01|level01.lou-complete:15, @9DD4F8DD, "{@you}   Yeah..."
level02|level02.reya-boat:0, @A7A05B33, "{@reya}\tHey sis! Ready to go treasure hunting?"
level02|level02.reya-boat:1, @A6A059A0, "{@you}\tI'm not a treasure hunter, Reya."
level02|level02.reya-boat:2, @A9A05E59, "My job is about history! Solving mysteries, uncovering lost stories..."
level02|level02.reya-boat:3, @A8A05CC6, "{@reya}\tYaaaawn. Whatever floats your boat, I guess."
level02|level02.reya-boat:4, @ABA0617F, "{@reya}\tAnyway, the ship’s down there."
level02|level02.reya-boat:5, @AAA05FEC, "{@reya}\tBreak a leg! Or a flipper, or whatever."
level02|level02.reya-dive:0, @01B58D6B, "{@you}\tGot it!"
level02|level02.reya-dive:1, @00B58BD8, "Can you hear me through the coms, Reya? I'm diving down deeper."
level02|level02.reya-dive:2, @03B59091, "{@reya}  Copy that, sis."
level02|level02.dive-start:0, @9E3A26AE, "{@you} That's the ship! Looks like it's covered in mussels."
level02|level02.dive-start:1, @9F3A2841, "I should grab a top-down photo."
level02|level02.dive-gash:0, @7F3AC4A5, "{@you}\tLooks like something crashed into the ship here."
level02|level02.dive-cargo:0, @B04D8AEE, "{@you}\tWow! There's an old car in the cargo area!"
level02|level02.dive-cargo:1, @B14D8C81, "{@reya}  Huh? What's cargo?"
level02|level02.dive-cargo:2, @AE4D87C8, "{@you}   Oh, ""cargo"" just means the items that the ship was carrying."
level02|level02.dive-cargo:3, @AF4D895B, "{@reya}  Ha. The ""cargo"" is a car that won't go! Get it??"
level02|level02.dive-safe:0, @743BCFD7, "{@you}\tThere's an old safe! I wonder what's inside."
level02|level02.dive-safe:1, @733BCE44, "{@reya}\tA safe?! You gotta grab it!"
level02|level02.dive-safe:2, @763BD2FD, "{@you}   No way, Reya. It's illegal to take anything without a permit."
level02|level02.dive-safe:3, @753BD16A, "{@reya}\tUgh. You are SO BORING. I can't believe we're related."
level02|level02.dive-better-angle:0, @12B31512, "{@you}\tI'll have a better view of that from the other side."
level02|level02.obs-cargo-hatch:0, @AF02F0B7, "{@you}\tThere's the cargo hatch!"
level02|level02.obs-nash-remains:0, @D80F11DE, "Hmm. Looks like part of an old car, but there's not much left."
level02|level02.dive-already-taken:0, @68F8E508, "{@you}\tI already got a photo of this."
level02|level02.dive-zoom-in:0, @BDC17C57, "{@you}\tI should zoom in for a better shot!"
level02|level02.dive-zoom-out:0, @CD153B94, "{@you}\tBetter zoom out a little."
level02|level02.dive-nothing-of-interest:0, @18F75054, "{@you}\tI don't need a photo of this."
level02|level02.amy-match:1, @A9177421, "{@amy}\tHey! Heard you went on a dive with your sister."
level02|level02.amy-match:2, @A6176F68, "How’d it go?"
level02|level02.amy-match:3, @A71770FB, "{@you}  Well... she called me boring and tried to get me in trouble."
level02|level02.amy-match:4, @AC1778DA, "But we found an amazing wreck!"
level02|level02.amy-match:5, @AD177A6D, "It's a freighter near Port Washington. It was carrying old cars."
level02|level02.amy-match:7, @AB177747, "{@amy}  Hmm. Looks like two freighters sank in that area with cars onboard."
level02|level02.amy-match:8, @A01765F6, "One with Kissel cars, and one with Nash cars."
level02|level02.amy-match:9, @A1176789, "They used to be made here in Wisconsin!"
level02|level02.amy-match:11, @3FEBB530, "{@you}   Hmm. So if I can identify the car I found, I should be able to figure out the ship!"
level02|level02.amy-match:12, @42EBB9E9, "{@amy}   I've got a friend at the auto museum. I'll have him call you."
level02|level02.amy-match:13, @41EBB856, "{@you}\tThanks, Amy!"
level02|level02.cooper-meet:1, @B6BE3D76, "{@cooper}\tHi there! Are you Amy’s friend?"
level02|level02.cooper-meet:2, @B5BE3BE3, "{@you}\tYep. I'm Jules Griffin."
level02|level02.cooper-meet:3, @B4BE3A50, "Can you send me photos of Nash and Kissel brand cars?"
level02|level02.cooper-meet:4, @BBBE4555, "{@cooper}\tOf course! Just a minute..."
level02|level02.cooper-meet:6, @B9BE422F, "{@you}\tAwesome, thanks!"
level02|level02.cooper-meet:8, @BFBE4BA1, "{@cooper}     It's funny. You've got the same last name as the captain who caused that awful shipwreck."
level02|level02.cooper-meet:9, @BEBE4A0E, "{@you}\tUm, yeah. I know."
level02|level02.cooper-meet:10, @F37A7532, "Wait... did you say the captain CAUSED the shipwreck?"
level02|level02.cooper-meet:11, @F47A76C5, "{@cooper}\tThat's right. It was a local legend when I was a kid."
level02|level02.cooper-meet:12, @F17A720C, "The steel company that owned the ship said it was in great condition. The strongest freighter on the lake!"
level02|level02.cooper-meet:13, @F27A739F, "But the captain took it out in a terrible storm."
level02|level02.cooper-meet:14, @EF7A6EE6, "If only he'd been more careful."
level02|level02.cooper-meet:15, @F07A7079, "{@you} Wow. I had no idea."
level02|level02.cooper-meet:16, @ED7A6BC0, "Thanks again, Cooper."
level02|level02.cooper-meet:17, @EE7A6D53, "{@cooper}  Happy to help!"
level02|level02.amy-distress:0, @61F4BF2A, "{@amy}\tAny news on the shipwreck?"
level02|level02.amy-distress:1, @62F4C0BD, "{@you}\tYep, the ship is the Madison!"
level02|level02.amy-distress:2, @5FF4BC04, "{@amy}\tNice work, Jules!"
level02|level02.amy-distress:3, @60F4BD97, "I’ll send you the transcript of the radio distress call."
level02|level02.amy-distress:5, @5EF4BA71, "And the ship manifest, too!"
level02|level02.amy-distress:7, @5CF4B74B, "{@you}\tThanks, Amy!"
level02|level02.reya-safe:1, @7E36DCC7, "{@reya}\tHey, sis! Figure out that ship?"
level02|level02.reya-safe:2, @7F36DE5A, "{@you}\tActually, yes. The ship is the Madison!"
level02|level02.reya-safe:3, @8036DFED, "{@reya}\tCool. I solved a mystery too."
level02|level02.reya-safe:5, @7A36D67B, "{@you}\tWhat?! Reya, how did you get that safe?"
level02|level02.reya-safe:6, @7B36D80E, "{@reya}\tThe guy who hired me got a permit to bring it up!"
level02|level02.reya-safe:7, @7C36D9A1, "It's just a bunch of nickels and an old alarm clock. I was hoping for gold."
level02|level02.reya-safe:8, @7536CE9C, "But they're gonna display it at a museum, with my name on it!"
level02|level02.reya-safe:10, @A75DD8D5, "What about the Madison? I wanna know how it sank!"
level02|level02.reya-safe:11, @A65DD742, "{@you}  Fine. Let's see..."
level02|level02.reya-safe:12, @A55DD5AF, "It was a super foggy day—the same day the stock market crashed and started the Great Depression."
level02|level02.reya-safe:13, @A45DD41C, "The Madison was carrying 268 Wisconsin-made Nash cars to Detroit."
level02|level02.reya-safe:14, @A35DD289, "All of a sudden, another freighter appeared in the fog."
level02|level02.reya-safe:15, @A25DD0F6, "The ships were too close to avoid crashing. The SS Lookout rammed the Madison!"
level02|level02.reya-safe:16, @A15DCF63, "{@reya}  Ha. Biggest car wreck ever!"
level02|level02.reya-safe:17, @A05DCDD0, "{@you}\tThe captain of the Lookout panicked and headed to port, leaving the Madison behind."
level02|level02.reya-safe:18, @AF5DE56D, "Luckily, another ship came to help, but a bunch of people didn't survive."
level02|level02.reya-safe:19, @AE5DE3DA, "{@reya}  Wow. That's actually a great story."
level02|level02.reya-safe:20, @AD6020DE, "Super sad, though."
level02|level02.reya-safe:21, @AE602271, "I wonder if anybody saw it coming..."
level02|level02.dad-superior:1, @783AA569, "{@dad}\tHey, Jules. I've got a shipwreck for you to check out!"
level02|level02.dad-superior:3, @763AA243, "My fishing buddy pulled this up on Lake Michigan."
level02|level02.dad-superior:4, @7B3AAA22, "{@you}\tLooks like part of a sidewheel steamer!"
level02|level02.dad-superior:5, @7C3AABB5, "I'll talk to my mentor, Cami. She's an expert on those ships."
level02|level02.dad-superior:6, @793AA6FC, "Did you get the latitude and longitude?"
level02|level02.dad-superior:7, @7A3AA88F, "{@dad}\tYep. It's near Sheboygan."
level02|level02.dad-superior:8, @7F3AB06E, "Location: 43°42'08.6""N 87°38'26.0""W"
level02|level02.dad-superior:10, @9D524B1B, "{@you}\tThanks, Dad."
level02|level02.dad-superior:11, @9C524988, "How's the new sonar?"
level02|level02.dad-superior:12, @9F524E41, "{@dad}   Uh... not so great."
level02|level02.dad-superior:13, @9E524CAE, "But I'm sure I'll figure it out. Eventually."
level02|level02.dad-superior:14, @A1525167, "I'm out on Lake Superior right now. Got my map with me."
level02|level02.dad-superior:16, @A352548D, "Your grandpa’s last planned route is marked in red."
level02|level02.dad-superior:17, @A25252FA, "The Emerald must be around here somewhere."
level02|level02.dad-superior:19, @94523CF0, "{@you} \tDad... why didn't you tell me the shipwreck was Grandpa's fault?"
level02|level02.dad-superior:20, @0B4AA980, "{@dad}  What?! Of course it wasn't his fault."
level02|level02.dad-superior:21, @0C4AAB13, "{@you}  The steel company said it was."
level02|level02.dad-superior:22, @0D4AACA6, "{@dad}  They just needed somebody to blame. How can you think that about your own grandpa?!"
level02|level02.dad-superior:23, @0E4AAE39, "{@you}  Well, you never talk about him! What was he like?"
level02|level02.dad-superior:24, @0F4AAFCC, "{@dad}  Never mind that, Jules."
level02|level02.dad-superior:25, @104AB15F, "We just need to find that ship. Then you'll see."
level03|level03.cami-meet:1, @BF4CF3BA, "{@cami}  Hey Jules! You need some info on a sidewheel steamer?"
level03|level03.cami-meet:2, @BE4CF227, "{@you}   Yep! Thanks for calling, Cami."
level03|level03.cami-meet:3, @BD4CF094, "Who's that guy with you?"
level03|level03.cami-meet:4, @BC4CEF01, "{@cami}  Johnny's my new diving student."
level03|level03.cami-meet:5, @BB4CED6E, "He's full of awesome stories. You should chat with him sometime!"
level03|level03.cami-meet:6, @BA4CEBDB, "{@you}   Maybe later."
level03|level03.cami-meet:7, @B94CEA48, "Have you heard of any sidewheel steamers that wrecked near Sheboygan?"
level03|level03.cami-meet:8, @B84CE8B5, "{@cami} Ooh, could be the Paradise!"
level03|level03.cami-meet:9, @B74CE722, "Here, check it out!"
level03|level03.cami-meet:11, @B12363D1, "Gorgeous, huh? It sank in 1856."
level03|level03.cami-meet:12, @AE235F18, "People called these type of ships Palace Steamers, because they were so fancy."
level03|level03.cami-meet:13, @AF2360AB, "The manifest was lost, so the cargo is unknown."
level03|level03.cami-meet:15, @B5236A1D, "{@you}  Wow, you know a ton about this ship!"
level03|level03.cami-meet:16, @B2236564, "{@cami}  Yep! It's a favorite project of mine."
level03|level03.cami-meet:17, @B32366F7, "Keep a lookout for the red anchor. It should have the name engraved on it."
level03|level03.cami-meet:18, @A82355A6, "{@you}  Thanks, Cami!"
level03|level03.cami-ship:0, @BA952298, "{@you}\tThe ship should be down there somewhere. Time to use my sonar!"
level03|level03.dive-photo-above:0, @CFE315A2, "{@you} Got it!"
level03|level03.cami-anchor:0, @DC30534B, "{@you} Yes! It's the Paradise!"
level03|level03.cami-anchor:1, @DB3051B8, "Can't wait to tell Cami."
level03|level03.cami-gold:0, @56833F04, "{@you}\tWhoa. Are those... gold bars??"
level03|level03.cami-gold:1, @57834097, "Where on earth did those come from?"
level03|level03.cami-cargo:0, @292BF03E, "{@you}  Got the cargo!"
level03|level03.cami-cargo:1, @2A2BF1D1, "Wow... these rocking horses are more than 100 years old!"
level03|level03.dive-observation-anchor:0, @778D4046, "{@you}\tWhat's that written on the anchor?"
level03|level03.dive-observation-paddle-wheel:0, @48281DFD, "{@you}\tThat paddle wheel matches the one in Dad's photo!"
level03|level03.dive-start:0, @7F97922E, "{@you} Whoa. What happened here? The ship is totally destroyed!"
level03|level03.dive-start:1, @809793C1, "Looks like the engine is missing. The ship owners must've had someone bring it up from the wreck."
level03|level03.dive-better-angle:0, @4D6D7B92, "{@you}\tI should try a different angle for a better shot"
level03|level03.dive-already-taken:0, @5C684088, "{@you}\tI already got a photo of this."
level03|level03.dive-zoom-in:0, @894D93D7, "{@you}\tI should zoom in for a better shot!"
level03|level03.dive-zoom-out:0, @BA9E3A14, "{@you}\tBetter zoom out to get more in the picture."
level03|level03.dive-nothing-of-interest:0, @B30FCFD4, "{@you}\tI don't need a photo of this."
level03|level03.cami-regroup:1, @74968415, "{@you}\tHey Cami, great news. The ship is the Paradise!"
level03|level03.cami-regroup:2, @71967F5C, "{@cami}  Wahoo! Nice work, Jules."
level03|level03.cami-regroup:3, @729680EF, "I'll send you the survivor accounts of the sinking."
level03|level03.cami-regroup:4, @6F967C36, "{@you}\tThanks!"
level03|level03.cami-regroup:5, @70967DC9, "So, why's this ship so important to you?"
level03|level03.cami-regroup:6, @6D967910, "{@cami}  When I was little, my best friend had ancestors who were lost on the Paradise."
level03|level03.cami-regroup:7, @6E967AA3, "It's the reason I became a maritime archaeologist."
level03|level03.cami-regroup:8, @7B968F1A, "It'll mean a lot to tell her we finally found it."
level03|level03.cami-regroup:9, @7C9690AD, "{@you}  Wow, that's amazing!"
level03|level03.cami-regroup:10, @ADF2063F, "Glad I could help."
level03|level03.dad-steamer:1, @6D906F73, "{@you}   Hey, Dad! Any luck finding Grandpa's ship?"
level03|level03.dad-steamer:2, @6E907106, "{@dad}\tNah. Sonar’s on the fritz again."
level03|level03.dad-steamer:3, @6F907299, "You were right, Jules. I'm not cut out for this."
level03|level03.dad-steamer:4, @7090742C, "{@you}  Aw, Dad. Don't give up."
level03|level03.dad-steamer:5, @719075BF, "Thanks to you, we found a piece of history that was lost for more than 100 years!"
level03|level03.dad-steamer:6, @72907752, "{@dad}  Ooh. That sidewheel steamer? What'd you find out?"
level03|level03.dad-steamer:7, @739078E5, "{@you}\tThe ship is a Palace Steamer, the Paradise!"
level03|level03.dad-steamer:8, @74907A78, "{@you}\tIt was traveling past Sheboygan when a fire started in the boiler room."
level03|level03.dad-steamer:9, @75907C0B, "{@dad}\tYikes. Fire on a wooden ship—that's not good."
level03|level03.dad-steamer:10, @BD5F2679, "{@you}\tNope. The fire spread super fast, and people panicked."
level03|level03.dad-steamer:11, @BC5F24E6, "One guy even jumped into a lifeboat with a bunch of heavy gold bars and broke the ropes!"
level03|level03.dad-steamer:12, @BB5F2353, "Another ship saw the fire and came to help, but they couldn't save everyone."
level03|level03.dad-steamer:13, @BA5F21C0, "{@dad}\tOh boy, what a tragedy."
level03|level03.dad-steamer:14, @C15F2CC5, "{@you}\tYeah. It must've been pretty scary..."
level04|level04.level2-starter:1, @0AAFA148, "{@dad} \tHey, kiddo! I need a favor."
level04|level04.level2-starter:2, @0DAFA601, "Can you put up these flyers at your work?"
level04|level04.level2-starter:4, @0FAFA927, "{@you} \tWait a minute. You're having a yard sale?"
level04|level04.level2-starter:5, @0EAFA794, "{@dad}  Yep! Didn't I tell ya?"
level04|level04.level2-starter:7, @10AFAABA, "I need money to buy a sonar for my boat."
level04|level04.level2-starter:8, @03AF9643, "{@you}\tDad, you don't even know how sonar works!"
level04|level04.level2-starter:9, @02AF94B0, "And what about our family history??"
level04|level04.level2-starter:10, @4A7B2FE8, "You never talk about Grandpa, and now you're getting rid of all his stuff!"
level04|level04.level2-starter:11, @4B7B317B, "{@dad}   Well, what is there to talk about?"
level04|level04.level2-starter:12, @4C7B330E, "The lost shipwreck of the Emerald has been haunting me my whole life."
level04|level04.level2-starter:13, @4D7B34A1, "I need to find it."
level04|level04.level2-starter:14, @4E7B3634, "{@you}   But Dad—"
level04|level04.level2-starter:15, @4F7B37C7, "{@dad}   I better finish setting things up. Wish me luck!"
level04|level04.level2-meet-reya:1, @B6D2C546, "{@reya} Hey, sis!"
level04|level04.level2-meet-reya:2, @B5D2C3B3, "Check out my new necklace. It was Grandma's!"
level04|level04.level2-meet-reya:3, @B4D2C220, "It has her old wedding photo inside."
level04|level04.level2-meet-reya:4, @BBD2CD25, "{@you}  Wow. It's beautiful!"
level04|level04.level2-meet-reya:5, @BAD2CB92, "I can't believe Dad just gave it to you."
level04|level04.level2-meet-reya:6, @B9D2C9FF, "{@reya} I know! Awesome, right?"
level04|level04.level2-meet-reya:7, @B8D2C86C, "That reminds me. I need your dive gear."
level04|level04.level2-meet-reya:8, @BFD2D371, "{@you}\tWhat?? No! That's against the rules!"
level04|level04.level2-meet-reya:9, @BED2D1DE, "{@reya}\tAw, come on. We're sisters. The rules don't count."
level04|level04.level2-meet-reya:10, @43CCD8C2, "I got hired to check out a shipwreck, and it's way down at 300 feet."
level04|level04.level2-meet-reya:11, @44CCDA55, "I need your fancy deep-diving thing."
level04|level04.level2-meet-reya:12, @41CCD59C, "{@you}\tIt's called a rebreather, and you're not trained to use it, Reya."
level04|level04.level2-meet-reya:13, @42CCD72F, "You need an expert to help you."
level04|level04.level2-meet-reya:14, @3FCCD276, "{@reya} Awww, Jules! Thank you. I would love your help."
level04|level04.level2-meet-reya:15, @40CCD409, "{@you}  Wait, that's not what I meant—"
level04|level04.level2-meet-reya:16, @3DCCCF50, "{@reya}\tIt's near Port Washington."
level04|level04.level2-meet-reya:17, @3ECCD0E3, "Location: 43°20'08.2""N 87°34'11.3""W"
level04|level04.level2-meet-reya:18, @4BCCE55A, "Race ya there!"
level04|level04.reya-steel:1, @9BE31BF3, "{@reya} Hey sis!"
level04|level04.reya-steel:2, @9CE31D86, "I heard you met my friend Johnny. He asked for your number!"
level04|level04.reya-steel:3, @9DE31F19, "{@you}   Johnny... that's Cami's diving student, right?"
level04|level04.reya-steel:4, @9EE320AC, "{@reya}  Yep. I think he likes you!"
level04|level04.reya-steel:5, @9FE3223F, "Don't worry, I told him you were too busy with paperwork."
level04|level04.reya-steel:6, @A0E323D2, "Ooh, that reminds me... check out this awesome postcard!"
level04|level04.reya-steel:8, @A2E326F8, "It was left over from Dad's yard sale. Think it's worth anything?"
level04|level04.reya-steel:9, @A3E3288B, "{@you}   Hold on. Did you read this, Reya??"
level04|level04.reya-steel:10, @2984B3F9, "Grandpa wrote that O.K. Steel sent him on an extra trip."
level04|level04.reya-steel:11, @2884B266, "{@reya}  Um... so?"
level04|level04.reya-steel:12, @2784B0D3, "{@you}   There's no official record of this. It doesn't match Dad's map."
level04|level04.reya-steel:13, @2684AF40, "{@dad}   Wait a sec. You mean... I've been searching the wrong part of the lake??"
level04|level04.reya-steel:15, @2C84B8B2, "{@reya}  Yes!!! I found a clue!!!"
level04|level04.reya-steel:16, @2B84B71F, "{@you}   We have Grandpa's final route. Now we need to narrow down the location."
level04|level04.reya-steel:17, @2A84B58C, "{@reya}  Well, what are you waiting for, sis? Go do some research!!"
level04|level04.amy-lead:1, @B120E6E4, "{@you}\tAmy, I need your help. I found a new lead on Grandpa’s ship!"
level04|level04.amy-lead:2, @B420EB9D, "{@amy}  You did??"
level04|level04.amy-lead:3, @B320EA0A, "{@you}  Well... my sister helped. A little."
level04|level04.amy-lead:5, @AD20E098, "I marked my grandpa's route in blue."
level04|level04.amy-lead:6, @B020E551, "He mentioned rough waves near the Apostle Islands."
level04|level04.amy-lead:8, @AA20DBDF, "Do you have any evidence of shipwrecks in that area?"
level04|level04.amy-lead:9, @A920DA4C, "{@amy}\tHmm, let’s see..."
level04|level04.amy-lead:11, @ABCB614F, "A fisherman pulled up this broken piece of steel near Outer Island."
level04|level04.amy-lead:13, @ADCB6475, "It could be from a freighter like your grandpa's."
level04|level04.amy-lead:14, @A6CB5970, "Location: 47°05'19.4""N 90°17'17.5""W"
level04|level04.amy-lead:15, @A7CB5B03, "{@you}\tThanks, Amy!"
level04|level04.amy-lead:16, @A8CB5C96, "I'll send the steel sample to my mom."
level04|level04.amy-lead:17, @A9CB5E29, "She's a materials scientist. She can test it in her lab and find out more about it."
level04|level04.reya-rushing:0, @BB2672B5, "{@reya} Well????"
level04|level04.reya-rushing:1, @BA267122, "{@you}\tI’ve got a location of a steel shipwreck. It could be Grandpa's."
level04|level04.reya-rushing:2, @B9266F8F, "{@reya}  Yes!!! Treasure, here we come!"
level04|level04.reya-rushing:3, @B8266DFC, "{@you}  Reya, slow down."
level04|level04.reya-rushing:4, @B7266C69, "What if it's not the Emerald?"
level04|level04.reya-rushing:5, @B6266AD6, "{@reya}  Aww, sis. You worry too much."
level04|level04.reya-rushing:6, @B5266943, "Get out there and check it out!"
level04|level04.reya-rushing:7, @B42667B0, "Dad and I will be waiting by the phone!"
level04|level04.reya-mow:1, @53B9C0AD, "{@you}\tWell... that’s definitely a ship."
level04|level04.reya-mow:2, @50B9BBF4, "I wonder if it's Grandpa's."
level04|level04.dive-start:0, @0A4BBE76, "{@you}\tWhoa. Is it me or is that ship... broken in half?"
level04|level04.dive-photo-above:0, @4882D7FA, "{@you} Got it!"
level04|level04.dive-name:0, @0E2BD581, "{@you}\tWow. I can't believe it. We found the Emerald!"
level04|level04.dive-name:1, @0D2BD3EE, "I can’t wait to tell Dad!"
level04|level04.dive-locket:0, @218CE1CC, "{@you}  That locket looks just like Reya's!"
level04|level04.dive-locket:1, @228CE35F, "I wonder if it was Grandpa's."
level04|level04.dive-obs-split:0, @DE80AD91, "{@you}\tI should get a photo of the ship split in half."
